idx,tile,IPCC Class,SMOD,source,joint_class,split
2045,ASMSpotter-34-3-3,Wetland,11,ASMSpotter,ASMSpotter/Wetland/11,train
2046,Landcover-771293,Settlement,22,Landcover,Landcover/Settlement/22,train
2047,Landcover-777477,Settlement,12,Landcover,Landcover/Settlement/12,train
2048,Landcover-774574,Settlement,21,Landcover,Landcover/Settlement/21,train
2049,Landcover-775372,Settlement,21,Landcover,Landcover/Settlement/21,train
2050,Landcover-773686,Settlement,22,Landcover,Landcover/Settlement/22,train
2051,Landcover-769446,Settlement,12,Landcover,Landcover/Settlement/12,train
2052,UNHCR-LBNs006613,Agriculture,21,UNHCR,UNHCR/Agriculture/21,train
2053,Landcover-773176,Settlement,30,Landcover,Landcover/Settlement/30,train
2054,Landcover-1865521,Forest,11,Landcover,Landcover/Forest/11,train
2055,ASMSpotter-29-3-2,Other,11,ASMSpotter,ASMSpotter/Other/11,train
2056,Landcover-830181,Other,11,Landcover,Landcover/Other/11,train
2057,Landcover-769186,Settlement,30,Landcover,Landcover/Settlement/30,train
2058,ASMSpotter-12-1-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2059,UNHCR-NGAs037004,Grassland,11,UNHCR,UNHCR/Grassland/11,train
2060,Landcover-772786,Settlement,11,Landcover,Landcover/Settlement/11,train
2061,UNHCR-SDNs080062,Other,11,UNHCR,UNHCR/Other/11,train
2062,Landcover-773930,Settlement,11,Landcover,Landcover/Settlement/11,train
2063,Amnesty POI-21-1-1,Agriculture,11,Amnesty,Amnesty/Agriculture/11,train
2064,Landcover-769874,Settlement,23,Landcover,Landcover/Settlement/23,train
2065,Landcover-743840,Forest,11,Landcover,Landcover/Forest/11,train
2066,UNHCR-TCDs080151,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2067,Landcover-774823,Settlement,30,Landcover,Landcover/Settlement/30,train
2068,ASMSpotter-33-1-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2069,UNHCR-GRCs000052,Agriculture,12,UNHCR,UNHCR/Agriculture/12,train
2070,Landcover-770021,Settlement,23,Landcover,Landcover/Settlement/23,train
2071,UNHCR-COGs000102,Water,10,UNHCR,UNHCR/Water/10,train
2072,Landcover-770656,Settlement,11,Landcover,Landcover/Settlement/11,train
2073,Landcover-772315,Settlement,23,Landcover,Landcover/Settlement/23,train
2074,UNHCR-AGOs003821,Forest,11,UNHCR,UNHCR/Forest/11,train
2075,Landcover-773508,Settlement,21,Landcover,Landcover/Settlement/21,train
2076,UNHCR-RUSs003348,Settlement,30,UNHCR,UNHCR/Settlement/30,train
2077,UNHCR-BFAs004578,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2078,ASMSpotter-17-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2079,Landcover-770723,Settlement,30,Landcover,Landcover/Settlement/30,train
2080,Landcover-56527,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2081,ASMSpotter-10-3-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2082,Landcover-770403,Settlement,30,Landcover,Landcover/Settlement/30,train
2083,Amnesty POI-4-2-2,Settlement,30,Amnesty,Amnesty/Settlement/30,train
2084,Landcover-775518,Settlement,10,Landcover,Landcover/Settlement/10,train
2085,Landcover-773264,Settlement,12,Landcover,Landcover/Settlement/12,train
2086,UNHCR-SSDs025830,Wetland,11,UNHCR,UNHCR/Wetland/11,train
2087,UNHCR-ZWEs002069,Wetland,11,UNHCR,UNHCR/Wetland/11,train
2088,ASMSpotter-14-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2089,Amnesty POI-18-2-1,Agriculture,11,Amnesty,Amnesty/Agriculture/11,train
2090,UNHCR-SDNs004670,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2091,Landcover-773380,Settlement,11,Landcover,Landcover/Settlement/11,train
2092,ASMSpotter-27-1-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2093,Landcover-770280,Settlement,10,Landcover,Landcover/Settlement/10,train
2094,Landcover-775760,Settlement,10,Landcover,Landcover/Settlement/10,train
2095,Landcover-975316,Other,11,Landcover,Landcover/Other/11,train
2096,Landcover-279130,Other,11,Landcover,Landcover/Other/11,train
2097,UNHCR-IRQs035355,Other,11,UNHCR,UNHCR/Other/11,train
2098,UNHCR-BFAs004527,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2099,ASMSpotter-16-3-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2100,UNHCR-SDNs080032,Wetland,11,UNHCR,UNHCR/Wetland/11,train
2101,UNHCR-NGAs035893,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2102,Landcover-773921,Settlement,30,Landcover,Landcover/Settlement/30,train
2103,Landcover-773451,Settlement,30,Landcover,Landcover/Settlement/30,train
2104,Landcover-772992,Settlement,30,Landcover,Landcover/Settlement/30,train
2105,Landcover-777700,Settlement,10,Landcover,Landcover/Settlement/10,train
2106,UNHCR-NGAs037146,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2107,Landcover-773029,Settlement,23,Landcover,Landcover/Settlement/23,train
2108,Amnesty POI-1-3-3,Settlement,30,Amnesty,Amnesty/Settlement/30,train
2109,Landcover-729404,Other,11,Landcover,Landcover/Other/11,train
2110,Landcover-776932,Settlement,23,Landcover,Landcover/Settlement/23,train
2111,Landcover-1626399,Forest,11,Landcover,Landcover/Forest/11,train
2112,UNHCR-NGAs037277,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2113,Landcover-774153,Settlement,12,Landcover,Landcover/Settlement/12,train
2114,Landcover-1872536,Forest,11,Landcover,Landcover/Forest/11,train
2115,Amnesty POI-17-1-1,Forest,11,Amnesty,Amnesty/Forest/11,train
2116,Amnesty POI-8-2-2,Forest,11,Amnesty,Amnesty/Forest/11,train
2117,Landcover-774000,Settlement,12,Landcover,Landcover/Settlement/12,train
2118,UNHCR-CMRs032265,Forest,11,UNHCR,UNHCR/Forest/11,train
2119,ASMSpotter-38-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2120,Landcover-770624,Settlement,10,Landcover,Landcover/Settlement/10,train
2121,Landcover-772641,Settlement,11,Landcover,Landcover/Settlement/11,train
2122,Landcover-107993,Forest,11,Landcover,Landcover/Forest/11,train
2123,Landcover-1081723,Water,10,Landcover,Landcover/Water/10,train
2124,Amnesty POI-2-3-2,Settlement,11,Amnesty,Amnesty/Settlement/11,train
2125,Landcover-1503213,Forest,11,Landcover,Landcover/Forest/11,train
2126,ASMSpotter-7-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2127,Landcover-775583,Settlement,11,Landcover,Landcover/Settlement/11,train
2128,Landcover-773903,Settlement,11,Landcover,Landcover/Settlement/11,train
2129,Landcover-774759,Settlement,30,Landcover,Landcover/Settlement/30,train
2130,Landcover-194781,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2131,UNHCR-LSOs015388,Agriculture,21,UNHCR,UNHCR/Agriculture/21,train
2132,ASMSpotter-11-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2133,Landcover-772567,Settlement,13,Landcover,Landcover/Settlement/13,train
2134,Amnesty POI-19-2-1,Settlement,30,Amnesty,Amnesty/Settlement/30,train
2135,Landcover-776801,Settlement,11,Landcover,Landcover/Settlement/11,train
2136,UNHCR-NGAs036764,Settlement,11,UNHCR,UNHCR/Settlement/11,train
2137,Landcover-769046,Settlement,30,Landcover,Landcover/Settlement/30,train
2138,Landcover-1041077,Other,11,Landcover,Landcover/Other/11,train
2139,Landcover-78918,Agriculture,21,Landcover,Landcover/Agriculture/21,train
2140,Landcover-769881,Settlement,11,Landcover,Landcover/Settlement/11,train
2141,ASMSpotter-8-3-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2142,Landcover-777174,Settlement,22,Landcover,Landcover/Settlement/22,train
2143,Landcover-772952,Settlement,21,Landcover,Landcover/Settlement/21,train
2144,UNHCR-NGAs037013,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2145,Landcover-771631,Settlement,30,Landcover,Landcover/Settlement/30,train
2146,Landcover-1864782,Forest,11,Landcover,Landcover/Forest/11,train
2147,UNHCR-UGAs001941,Agriculture,13,UNHCR,UNHCR/Agriculture/13,train
2148,Landcover-777049,Settlement,21,Landcover,Landcover/Settlement/21,train
2149,Landcover-611207,Other,11,Landcover,Landcover/Other/11,train
2150,UNHCR-LBNs005292,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2151,UNHCR-NGAs035845,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2152,Landcover-770650,Settlement,11,Landcover,Landcover/Settlement/11,train
2153,Landcover-252668,Grassland,11,Landcover,Landcover/Grassland/11,train
2154,ASMSpotter-19-3-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2155,Landcover-1403893,Forest,11,Landcover,Landcover/Forest/11,train
2156,Landcover-777177,Settlement,12,Landcover,Landcover/Settlement/12,train
2157,Landcover-771655,Settlement,21,Landcover,Landcover/Settlement/21,train
2158,UNHCR-NGAs036151,Grassland,11,UNHCR,UNHCR/Grassland/11,train
2159,Landcover-770166,Settlement,11,Landcover,Landcover/Settlement/11,train
2160,UNHCR-BFAs004520,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2161,Landcover-771848,Settlement,23,Landcover,Landcover/Settlement/23,train
2162,Landcover-768750,Settlement,23,Landcover,Landcover/Settlement/23,train
2163,ASMSpotter-39-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2164,Landcover-774559,Settlement,21,Landcover,Landcover/Settlement/21,train
2165,UNHCR-SOMs027861,Settlement,30,UNHCR,UNHCR/Settlement/30,train
2166,Amnesty POI-18-1-2,Agriculture,11,Amnesty,Amnesty/Agriculture/11,train
2167,Landcover-359896,Other,11,Landcover,Landcover/Other/11,train
2168,Landcover-770048,Settlement,11,Landcover,Landcover/Settlement/11,train
2169,Landcover-776526,Settlement,22,Landcover,Landcover/Settlement/22,train
2170,Landcover-1125298,blank,11,Landcover,Landcover/nan/11,train
2171,Landcover-423278,Other,11,Landcover,Landcover/Other/11,train
2172,ASMSpotter-15-1-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2173,UNHCR-SDNs015642,Grassland,11,UNHCR,UNHCR/Grassland/11,train
2174,Landcover-936725,Other,11,Landcover,Landcover/Other/11,train
2175,Landcover-776329,Settlement,12,Landcover,Landcover/Settlement/12,train
2176,Landcover-1494031,Forest,11,Landcover,Landcover/Forest/11,train
2177,Landcover-769617,Settlement,22,Landcover,Landcover/Settlement/22,train
2178,UNHCR-RWAs033743,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2179,Landcover-773405,Settlement,30,Landcover,Landcover/Settlement/30,train
2180,Landcover-254890,Grassland,11,Landcover,Landcover/Grassland/11,train
2181,Landcover-778382,Settlement,30,Landcover,Landcover/Settlement/30,train
2182,Landcover-771663,Settlement,30,Landcover,Landcover/Settlement/30,train
2183,Landcover-777327,Settlement,21,Landcover,Landcover/Settlement/21,train
2184,UNHCR-MARs008596,Settlement,30,UNHCR,UNHCR/Settlement/30,train
2185,UNHCR-CZEs000123,Agriculture,21,UNHCR,UNHCR/Agriculture/21,train
2186,Landcover-771634,Settlement,21,Landcover,Landcover/Settlement/21,train
2187,UNHCR-NGAs036089,Agriculture,30,UNHCR,UNHCR/Agriculture/30,train
2188,Landcover-770000,Settlement,30,Landcover,Landcover/Settlement/30,train
2189,ASMSpotter-30-3-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2190,Landcover-770583,Settlement,22,Landcover,Landcover/Settlement/22,train
2191,UNHCR-GMBs003407,Forest,11,UNHCR,UNHCR/Forest/11,train
2192,Landcover-1587484,Forest,11,Landcover,Landcover/Forest/11,train
2193,Landcover-774361,Settlement,30,Landcover,Landcover/Settlement/30,train
2194,Landcover-778535,Settlement,23,Landcover,Landcover/Settlement/23,train
2195,Landcover-769999,Settlement,12,Landcover,Landcover/Settlement/12,train
2196,Landcover-771819,Settlement,13,Landcover,Landcover/Settlement/13,train
2197,UNHCR-CAFs005203,Forest,11,UNHCR,UNHCR/Forest/11,train
2198,Landcover-613328,Other,11,Landcover,Landcover/Other/11,train
2199,Landcover-776185,Settlement,30,Landcover,Landcover/Settlement/30,train
2200,Landcover-773732,Settlement,22,Landcover,Landcover/Settlement/22,train
2201,Landcover-775038,Settlement,10,Landcover,Landcover/Settlement/10,train
2202,ASMSpotter-13-3-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2203,UNHCR-SDNs080047,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2204,Landcover-772106,Settlement,11,Landcover,Landcover/Settlement/11,train
2205,Landcover-1085003,Water,10,Landcover,Landcover/Water/10,train
2206,Landcover-601227,Other,11,Landcover,Landcover/Other/11,train
2207,ASMSpotter-4-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2208,Landcover-775847,Settlement,12,Landcover,Landcover/Settlement/12,train
2209,ASMSpotter-29-3-3,Other,11,ASMSpotter,ASMSpotter/Other/11,train
2210,UNHCR-SDNs015604,Forest,11,UNHCR,UNHCR/Forest/11,train
2211,Amnesty POI-10-3-1,Forest,11,Amnesty,Amnesty/Forest/11,train
2212,UNHCR-NGAs036604,Settlement,12,UNHCR,UNHCR/Settlement/12,train
2213,Landcover-772217,Settlement,30,Landcover,Landcover/Settlement/30,train
2214,UNHCR-BFAs004620,Agriculture,12,UNHCR,UNHCR/Agriculture/12,train
2215,Landcover-777722,Settlement,30,Landcover,Landcover/Settlement/30,train
2216,UNHCR-GMBs003392,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2217,Landcover-722382,Other,11,Landcover,Landcover/Other/11,train
2218,UNHCR-NERs009585,Grassland,11,UNHCR,UNHCR/Grassland/11,train
2219,UNHCR-IRQs003273,Agriculture,30,UNHCR,UNHCR/Agriculture/30,train
2220,Landcover-775721,Settlement,30,Landcover,Landcover/Settlement/30,train
2221,Landcover-775211,Settlement,21,Landcover,Landcover/Settlement/21,train
2222,Landcover-1813749,Forest,11,Landcover,Landcover/Forest/11,train
2223,Landcover-773748,Settlement,12,Landcover,Landcover/Settlement/12,train
2224,UNHCR-NERs009571,Other,11,UNHCR,UNHCR/Other/11,train
2225,Landcover-776262,Settlement,11,Landcover,Landcover/Settlement/11,train
2226,Landcover-777479,Settlement,11,Landcover,Landcover/Settlement/11,train
2227,UNHCR-NGAs035540,Settlement,23,UNHCR,UNHCR/Settlement/23,train
2228,ASMSpotter-22-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2229,Landcover-773681,Settlement,22,Landcover,Landcover/Settlement/22,train
2230,Landcover-51671,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2231,Landcover-1859860,Forest,11,Landcover,Landcover/Forest/11,train
2232,Landcover-775706,Settlement,22,Landcover,Landcover/Settlement/22,train
2233,Amnesty POI-19-1-1,Settlement,30,Amnesty,Amnesty/Settlement/30,train
2234,Landcover-1371026,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2235,Landcover-770484,Settlement,30,Landcover,Landcover/Settlement/30,train
2236,Landcover-770019,Settlement,11,Landcover,Landcover/Settlement/11,train
2237,Landcover-743110,Forest,11,Landcover,Landcover/Forest/11,train
2238,ASMSpotter-4-1-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2239,Landcover-597826,Grassland,11,Landcover,Landcover/Grassland/11,train
2240,Landcover-768880,Settlement,21,Landcover,Landcover/Settlement/21,train
2241,Landcover-771455,Settlement,30,Landcover,Landcover/Settlement/30,train
2242,Amnesty POI-2-1-1,Settlement,11,Amnesty,Amnesty/Settlement/11,train
2243,UNHCR-PAKs003486,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2244,Landcover-252903,Grassland,11,Landcover,Landcover/Grassland/11,train
2245,UNHCR-CMRs004061,Forest,11,UNHCR,UNHCR/Forest/11,train
2246,UNHCR-LBNs035134,Other,21,UNHCR,UNHCR/Other/21,train
2247,ASMSpotter-3-3-2,Other,11,ASMSpotter,ASMSpotter/Other/11,train
2248,UNHCR-TCDs010035,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2249,Landcover-1618498,Forest,11,Landcover,Landcover/Forest/11,train
2250,Landcover-773316,Settlement,30,Landcover,Landcover/Settlement/30,train
2251,Landcover-769598,Settlement,30,Landcover,Landcover/Settlement/30,train
2252,UNHCR-SSDs008690,Forest,11,UNHCR,UNHCR/Forest/11,train
2253,Landcover-942166,Other,11,Landcover,Landcover/Other/11,train
2254,UNHCR-SDNs015625,Grassland,11,UNHCR,UNHCR/Grassland/11,train
2255,UNHCR-SDNs080046,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2256,UNHCR-NGAs036082,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2257,Amnesty POI-21-2-1,Agriculture,11,Amnesty,Amnesty/Agriculture/11,train
2258,Amnesty POI-14-3-1,Agriculture,23,Amnesty,Amnesty/Agriculture/23,train
2259,Landcover-772032,Settlement,13,Landcover,Landcover/Settlement/13,train
2260,Landcover-1320285,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2261,Landcover-1642096,Forest,11,Landcover,Landcover/Forest/11,train
2262,ASMSpotter-16-2-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2263,ASMSpotter-33-3-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2264,ASMSpotter-34-1-3,Wetland,11,ASMSpotter,ASMSpotter/Wetland/11,train
2265,Landcover-359715,Other,11,Landcover,Landcover/Other/11,train
2266,Landcover-778411,Settlement,30,Landcover,Landcover/Settlement/30,train
2267,Landcover-613467,Other,11,Landcover,Landcover/Other/11,train
2268,Landcover-775828,Settlement,21,Landcover,Landcover/Settlement/21,train
2269,Landcover-769795,Settlement,30,Landcover,Landcover/Settlement/30,train
2270,Landcover-773272,Settlement,30,Landcover,Landcover/Settlement/30,train
2271,Landcover-771725,Settlement,12,Landcover,Landcover/Settlement/12,train
2272,Landcover-775563,Settlement,11,Landcover,Landcover/Settlement/11,train
2273,Landcover-419470,Other,11,Landcover,Landcover/Other/11,train
2274,Landcover-772753,Settlement,13,Landcover,Landcover/Settlement/13,train
2275,ASMSpotter-15-2-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2276,Landcover-260028,Grassland,11,Landcover,Landcover/Grassland/11,train
2277,UNHCR-CMRs016489,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2278,Landcover-1568682,Forest,11,Landcover,Landcover/Forest/11,train
2279,Landcover-1456982,Forest,11,Landcover,Landcover/Forest/11,train
2280,Landcover-768951,Settlement,21,Landcover,Landcover/Settlement/21,train
2281,Landcover-730846,Forest,11,Landcover,Landcover/Forest/11,train
2282,Landcover-769809,Settlement,12,Landcover,Landcover/Settlement/12,train
2283,Amnesty POI-2-1-2,Settlement,11,Amnesty,Amnesty/Settlement/11,train
2284,Landcover-775824,Settlement,11,Landcover,Landcover/Settlement/11,train
2285,Landcover-927486,Other,11,Landcover,Landcover/Other/11,train
2286,Landcover-777995,Settlement,30,Landcover,Landcover/Settlement/30,train
2287,UNHCR-SLEs002044,Other,12,UNHCR,UNHCR/Other/12,train
2288,UNHCR-NGAs035892,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2289,Landcover-791283,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2290,UNHCR-GMBs003346,Settlement,11,UNHCR,UNHCR/Settlement/11,train
2291,Landcover-775881,Settlement,23,Landcover,Landcover/Settlement/23,train
2292,UNHCR-SSDs008842,Forest,11,UNHCR,UNHCR/Forest/11,train
2293,Amnesty POI-1-1-2,Settlement,30,Amnesty,Amnesty/Settlement/30,train
2294,UNHCR-MMRs035408,Forest,11,UNHCR,UNHCR/Forest/11,train
2295,UNHCR-IRQs004242,Agriculture,12,UNHCR,UNHCR/Agriculture/12,train
2296,Landcover-770893,Settlement,30,Landcover,Landcover/Settlement/30,train
2297,Landcover-771464,Settlement,11,Landcover,Landcover/Settlement/11,train
2298,UNHCR-ETHs028031,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2299,UNHCR-BFAs004485,Grassland,13,UNHCR,UNHCR/Grassland/13,train
2300,Landcover-775913,Settlement,23,Landcover,Landcover/Settlement/23,train
2301,Landcover-770617,Settlement,21,Landcover,Landcover/Settlement/21,train
2302,Landcover-776074,Settlement,30,Landcover,Landcover/Settlement/30,train
2303,Landcover-774525,Settlement,30,Landcover,Landcover/Settlement/30,train
2304,UNHCR-MMRs035154,Agriculture,13,UNHCR,UNHCR/Agriculture/13,train
2305,Landcover-471402,Grassland,11,Landcover,Landcover/Grassland/11,train
2306,Landcover-541146,Grassland,11,Landcover,Landcover/Grassland/11,train
2307,Landcover-770641,Settlement,30,Landcover,Landcover/Settlement/30,train
2308,ASMSpotter-38-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2309,UNHCR-NGAs035274,Forest,11,UNHCR,UNHCR/Forest/11,train
2310,Landcover-775110,Settlement,11,Landcover,Landcover/Settlement/11,train
2311,Landcover-778022,Settlement,13,Landcover,Landcover/Settlement/13,train
2312,Landcover-778534,Settlement,11,Landcover,Landcover/Settlement/11,train
2313,Landcover-1850169,Forest,11,Landcover,Landcover/Forest/11,train
2314,Landcover-1629417,Forest,11,Landcover,Landcover/Forest/11,train
2315,UNHCR-TCDs015436,Grassland,11,UNHCR,UNHCR/Grassland/11,train
2316,Landcover-387086,Other,11,Landcover,Landcover/Other/11,train
2317,Landcover-776295,Settlement,11,Landcover,Landcover/Settlement/11,train
2318,Landcover-774020,Settlement,11,Landcover,Landcover/Settlement/11,train
2319,Landcover-1354112,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2320,UNHCR-NGAs036466,Agriculture,11,UNHCR,UNHCR/Agriculture/11,train
2321,Landcover-772431,Settlement,12,Landcover,Landcover/Settlement/12,train
2322,Landcover-773826,Settlement,23,Landcover,Landcover/Settlement/23,train
2323,ASMSpotter-40-1-1,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2324,Amnesty POI-3-2-1,Other,11,Amnesty,Amnesty/Other/11,train
2325,Landcover-697241,Other,11,Landcover,Landcover/Other/11,train
2326,Landcover-942569,Other,11,Landcover,Landcover/Other/11,train
2327,Landcover-771901,Settlement,11,Landcover,Landcover/Settlement/11,train
2328,Amnesty POI-5-2-1,Agriculture,11,Amnesty,Amnesty/Agriculture/11,train
2329,Landcover-1056204,Other,11,Landcover,Landcover/Other/11,train
2330,Landcover-1862170,Forest,11,Landcover,Landcover/Forest/11,train
2331,Landcover-53808,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2332,UNHCR-NGAs036452,Settlement,13,UNHCR,UNHCR/Settlement/13,train
2333,ASMSpotter-2-1-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2334,Landcover-771484,Settlement,21,Landcover,Landcover/Settlement/21,train
2335,ASMSpotter-5-3-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2336,Landcover-777078,Settlement,11,Landcover,Landcover/Settlement/11,train
2337,UNHCR-MLIs003346,Other,11,UNHCR,UNHCR/Other/11,train
2338,Amnesty POI-8-1-2,Forest,11,Amnesty,Amnesty/Forest/11,train
2339,Landcover-773654,Settlement,30,Landcover,Landcover/Settlement/30,train
2340,Landcover-891395,Other,11,Landcover,Landcover/Other/11,train
2341,UNHCR-GRCs035292,Settlement,30,UNHCR,UNHCR/Settlement/30,train
2342,Landcover-395980,Other,11,Landcover,Landcover/Other/11,train
2343,Landcover-776785,Settlement,30,Landcover,Landcover/Settlement/30,train
2344,Landcover-775098,Settlement,11,Landcover,Landcover/Settlement/11,train
2345,Landcover-771858,Settlement,11,Landcover,Landcover/Settlement/11,train
2346,Landcover-622782,Other,11,Landcover,Landcover/Other/11,train
2347,Amnesty POI-22-2-2,Water,11,Amnesty,Amnesty/Water/11,train
2348,Amnesty POI-14-3-2,Agriculture,23,Amnesty,Amnesty/Agriculture/23,train
2349,ASMSpotter-23-3-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2350,Landcover-777372,Settlement,23,Landcover,Landcover/Settlement/23,train
2351,UNHCR-LBNs004365,Forest,12,UNHCR,UNHCR/Forest/12,train
2352,UNHCR-MMRs035277,Forest,11,UNHCR,UNHCR/Forest/11,train
2353,Amnesty POI-13-2-3,Grassland,30,Amnesty,Amnesty/Grassland/30,train
2354,UNHCR-IRQs035301,Other,11,UNHCR,UNHCR/Other/11,train
2355,Landcover-773298,Settlement,21,Landcover,Landcover/Settlement/21,train
2356,Landcover-770190,Settlement,23,Landcover,Landcover/Settlement/23,train
2357,Landcover-772399,Settlement,22,Landcover,Landcover/Settlement/22,train
2358,Landcover-775251,Settlement,22,Landcover,Landcover/Settlement/22,train
2359,Landcover-204339,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2360,Landcover-129921,Forest,11,Landcover,Landcover/Forest/11,train
2361,Amnesty POI-15-3-3,Agriculture,11,Amnesty,Amnesty/Agriculture/11,train
2362,ASMSpotter-12-1-3,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2363,Landcover-770541,Settlement,10,Landcover,Landcover/Settlement/10,train
2364,Landcover-775903,Settlement,10,Landcover,Landcover/Settlement/10,train
2365,Landcover-776784,Settlement,13,Landcover,Landcover/Settlement/13,train
2366,Landcover-358697,Other,11,Landcover,Landcover/Other/11,train
2367,Landcover-778463,Settlement,23,Landcover,Landcover/Settlement/23,train
2368,Landcover-774771,Settlement,23,Landcover,Landcover/Settlement/23,train
2369,Landcover-778551,Settlement,11,Landcover,Landcover/Settlement/11,train
2370,Landcover-1253880,blank,11,Landcover,Landcover/nan/11,train
2371,Landcover-572052,Grassland,11,Landcover,Landcover/Grassland/11,train
2372,Landcover-769201,Settlement,23,Landcover,Landcover/Settlement/23,train
2373,Landcover-1366985,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2374,Landcover-85604,Agriculture,11,Landcover,Landcover/Agriculture/11,train
2375,Landcover-216379,Agriculture,13,Landcover,Landcover/Agriculture/13,train
2376,Landcover-769110,Settlement,30,Landcover,Landcover/Settlement/30,train
2377,Landcover-769119,Settlement,22,Landcover,Landcover/Settlement/22,train
2378,Landcover-773675,Settlement,11,Landcover,Landcover/Settlement/11,train
2379,Landcover-776227,Settlement,12,Landcover,Landcover/Settlement/12,train
2380,Landcover-1282806,blank,11,Landcover,Landcover/nan/11,train
2381,Landcover-770023,Settlement,21,Landcover,Landcover/Settlement/21,train
2382,Landcover-1710025,Forest,11,Landcover,Landcover/Forest/11,train
2383,ASMSpotter-34-3-2,Wetland,11,ASMSpotter,ASMSpotter/Wetland/11,train
2384,UNHCR-SDNs080064,Agriculture,23,UNHCR,UNHCR/Agriculture/23,train
2385,Landcover-769240,Settlement,30,Landcover,Landcover/Settlement/30,train
2386,Landcover-777301,Settlement,30,Landcover,Landcover/Settlement/30,train
2387,Landcover-1833412,Forest,11,Landcover,Landcover/Forest/11,train
2388,ASMSpotter-2-2-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2389,Landcover-769418,Settlement,22,Landcover,Landcover/Settlement/22,train
2390,UNHCR-LBNs035150,Other,12,UNHCR,UNHCR/Other/12,train
2391,Landcover-770317,Settlement,12,Landcover,Landcover/Settlement/12,train
2392,ASMSpotter-14-1-2,Forest,11,ASMSpotter,ASMSpotter/Forest/11,train
2393,UNHCR-LBNs004306,Other,12,UNHCR,UNHCR/Other/12,train
2394,Landcover-420163,Other,11,Landcover,Landcover/Other/11,train
2395,Landcover-799882,Agriculture,30,Landcover,Landcover/Agriculture/30,train
2396,Landcover-1248470,blank,11,Landcover,Landcover/nan/11,train
